feature,n_days,robust_cv,mad_diff,period_lag_days_cycle_relevant,period_strength_abs_acf_cycle_relevant,period_signed_acf_cycle_relevant,robust_cv_pct,mad_diff_pct,variation_score,flatness_score,periodicity_score
prosody_egemaps_jitterLocal_sma3nz_amean,40,0.17299617698073316,0.004330003634095192,16,0.33948828527604824,-0.33948828527604824,0.5568181818181818,0.03409090909090909,0.34772727272727266,0.6522727272727273,0.33948828527604824
prosody_egemaps_jitterLocal_sma3nz_stddevNorm,40,0.26452841050154874,0.3518804609775543,16,0.3406956396604412,-0.3406956396604412,0.7386363636363636,0.48863636363636365,0.6386363636363637,0.36136363636363633,0.3406956396604412
prosody_egemaps_logRelF0-H1-A3_sma3nz_amean,40,0.11961027380927873,2.9916820526123047,18,0.5739219909723077,0.5739219909723077,0.4090909090909091,0.7840909090909091,0.5590909090909091,0.4409090909090909,0.5739219909723077
prosody_egemaps_logRelF0-H1-A3_sma3nz_stddevNorm,40,0.2148203333259852,0.07526665925979614,12,0.3905671282714141,-0.3905671282714141,0.6704545454545454,0.38636363636363635,0.5568181818181818,0.44318181818181823,0.3905671282714141
prosody_egemaps_logRelF0-H1-H2_sma3nz_amean,40,0.3769184174975958,2.586975574493408,15,0.3404245726250949,0.3404245726250949,0.7840909090909091,0.7613636363636364,0.7749999999999999,0.2250000000000001,0.3404245726250949
prosody_egemaps_logRelF0-H1-H2_sma3nz_stddevNorm,40,0.4398401815312835,0.8301053643226624,15,0.1984197430279847,-0.1984197430279847,0.8068181818181818,0.6022727272727273,0.725,0.275,0.1984197430279847
prosody_egemaps_loudnessPeaksPerSec,40,0.0667799958364345,0.2711089849472046,18,0.39100318090891817,0.39100318090891817,0.13636363636363635,0.4772727272727273,0.2727272727272727,0.7272727272727273,0.39100318090891817
prosody_egemaps_loudness_sma3_amean,40,0.19666855086339524,0.05963149666786194,10,0.34734990147582706,-0.34734990147582706,0.6363636363636364,0.3068181818181818,0.5045454545454545,0.4954545454545455,0.34734990147582706
prosody_egemaps_loudness_sma3_meanFallingSlope,40,0.14611102966179818,0.9935023784637451,16,0.40991208956952846,-0.40991208956952846,0.48863636363636365,0.6136363636363636,0.5386363636363636,0.4613636363636364,0.40991208956952846
prosody_egemaps_loudness_sma3_meanRisingSlope,40,0.19886513250679802,1.0934967994689941,10,0.37214288014940916,-0.37214288014940916,0.6477272727272727,0.625,0.6386363636363637,0.36136363636363633,0.37214288014940916
prosody_egemaps_loudness_sma3_pctlrange0-2,40,0.17470197956609898,0.0755774974822998,18,0.2900155749305104,0.2900155749305104,0.5681818181818182,0.3977272727272727,0.5,0.5,0.2900155749305104
prosody_egemaps_loudness_sma3_percentile20.0,40,0.2955178813957269,0.04149991273880005,20,0.29755584546408825,0.29755584546408825,0.7613636363636364,0.2159090909090909,0.5431818181818182,0.4568181818181818,0.29755584546408825
prosody_egemaps_loudness_sma3_percentile50.0,40,0.17099988294774407,0.07442370057106018,20,0.41191817451435364,0.41191817451435364,0.5340909090909091,0.375,0.47045454545454546,0.5295454545454545,0.41191817451435364
prosody_egemaps_loudness_sma3_percentile80.0,40,0.18948753798850618,0.08117163181304932,10,0.37210424018830573,-0.37210424018830573,0.6022727272727273,0.4090909090909091,0.525,0.475,0.37210424018830573
prosody_egemaps_loudness_sma3_stddevFallingSlope,40,0.17198697862848986,0.47032880783081055,16,0.41739130023552423,-0.41739130023552423,0.5454545454545454,0.5227272727272727,0.5363636363636364,0.4636363636363636,0.41739130023552423
prosody_egemaps_loudness_sma3_stddevNorm,40,0.05059724803150405,0.04852926731109619,18,0.35810289557764124,0.35810289557764124,0.10227272727272728,0.26136363636363635,0.16590909090909092,0.8340909090909091,0.35810289557764124
prosody_egemaps_loudness_sma3_stddevRisingSlope,40,0.18737654637287054,0.5697576999664307,17,0.34123573292681564,-0.34123573292681564,0.5909090909090909,0.5454545454545454,0.5727272727272728,0.42727272727272725,0.34123573292681564
prosody_egemaps_mfcc1V_sma3nz_amean,40,0.06728172099394228,2.5514144897460938,19,0.42244348339726656,-0.42244348339726656,0.14772727272727273,0.75,0.38863636363636367,0.6113636363636363,0.42244348339726656
prosody_egemaps_mfcc1V_sma3nz_stddevNorm,40,0.13820417621806513,0.04673251509666443,17,0.6472301033473733,0.6472301033473733,0.4659090909090909,0.25,0.3795454545454545,0.6204545454545455,0.6472301033473733
prosody_egemaps_mfcc1_sma3_amean,40,0.07379919809938287,2.327899932861328,9,0.5067610977346145,0.5067610977346145,0.2159090909090909,0.7386363636363636,0.42500000000000004,0.575,0.5067610977346145
prosody_egemaps_mfcc1_sma3_stddevNorm,40,0.1125973781135468,0.06824105978012085,19,0.4918828123223133,-0.4918828123223133,0.375,0.3522727272727273,0.3659090909090909,0.634090909090909,0.4918828123223133
prosody_egemaps_mfcc2V_sma3nz_amean,40,0.7981558650271935,3.8956568241119385,18,0.4600820504758201,0.4600820504758201,0.9772727272727273,0.8181818181818182,0.9136363636363636,0.08636363636363642,0.4600820504758201
prosody_egemaps_mfcc2V_sma3nz_stddevNorm,40,0.8347036529548808,2.303702712059021,19,0.9342067106183144,0.9342067106183144,0.9886363636363636,0.7272727272727273,0.884090909090909,0.11590909090909096,0.9342067106183144
prosody_egemaps_mfcc2_sma3_amean,40,0.41866382878372194,3.5417561531066895,14,0.4336248453882709,0.4336248453882709,0.7954545454545454,0.8068181818181818,0.8,0.19999999999999996,0.4336248453882709
prosody_egemaps_mfcc2_sma3_stddevNorm,40,0.506606939082795,0.7601233720779419,15,0.46239634100357285,-0.46239634100357285,0.8409090909090909,0.5795454545454546,0.7363636363636363,0.26363636363636367,0.46239634100357285
prosody_egemaps_mfcc3V_sma3nz_amean,40,0.5998104565069239,3.9998626708984375,14,0.37236059305896,0.37236059305896,0.9318181818181818,0.8295454545454546,0.8909090909090909,0.10909090909090913,0.37236059305896
prosody_egemaps_mfcc3V_sma3nz_stddevNorm,40,0.5112029228162478,1.136304259300232,8,0.3111879806843777,-0.3111879806843777,0.8522727272727273,0.6590909090909091,0.7749999999999999,0.2250000000000001,0.3111879806843777
prosody_egemaps_mfcc3_sma3_amean,40,0.540406980866334,4.803532600402832,14,0.4801893846381778,0.4801893846381778,0.875,0.8522727272727273,0.865909090909091,0.13409090909090904,0.4801893846381778
prosody_egemaps_mfcc3_sma3_stddevNorm,40,0.5411884936078696,1.107511043548584,10,0.3739155315569643,-0.3739155315569643,0.8863636363636364,0.6363636363636364,0.7863636363636364,0.21363636363636362,0.3739155315569643
prosody_egemaps_mfcc4V_sma3nz_amean,40,0.5016228895124406,4.680220603942871,16,0.3765937249026531,0.3765937249026531,0.8295454545454546,0.8409090909090909,0.8340909090909092,0.16590909090909078,0.3765937249026531
prosody_egemaps_mfcc4V_sma3nz_stddevNorm,40,0.4409138445117819,0.6003023982048035,16,0.42021531857137207,-0.42021531857137207,0.8181818181818182,0.5568181818181818,0.7136363636363636,0.2863636363636364,0.42021531857137207
prosody_egemaps_mfcc4_sma3_amean,40,0.6044234010680493,3.20842182636261,14,0.27972850135374977,-0.27972850135374977,0.9431818181818182,0.7954545454545454,0.884090909090909,0.11590909090909096,0.27972850135374977
prosody_egemaps_mfcc4_sma3_stddevNorm,40,0.5204693612932877,1.2856439352035522,12,0.4889699704240369,-0.4889699704240369,0.8636363636363636,0.6704545454545454,0.7863636363636364,0.21363636363636362,0.4889699704240369
prosody_egemaps_shimmerLocaldB_sma3nz_amean,40,0.07152950262607334,0.09158629179000854,18,0.41188309893192543,-0.41188309893192543,0.19318181818181818,0.4431818181818182,0.2931818181818182,0.7068181818181818,0.41188309893192543
prosody_egemaps_shimmerLocaldB_sma3nz_stddevNorm,40,0.10162543212129789,0.08241665363311768,12,0.4300259421032163,-0.4300259421032163,0.3409090909090909,0.42045454545454547,0.37272727272727274,0.6272727272727272,0.4300259421032163
prosody_egemaps_slopeUV0-500_sma3nz_amean,40,0.6807491142750176,0.012654287740588188,14,0.40762670659078687,0.40762670659078687,0.9659090909090909,0.06818181818181818,0.6068181818181818,0.3931818181818182,0.40762670659078687
prosody_egemaps_slopeUV500-1500_sma3nz_amean,40,1.1674179072932447,0.003988583572208881,20,0.5400875833236372,0.5400875833236372,1.0,0.022727272727272728,0.609090909090909,0.390909090909091,0.5400875833236372
prosody_egemaps_slopeV0-500_sma3nz_amean,40,0.2670613831801489,0.012866774573922157,14,0.5309298781535506,0.5309298781535506,0.75,0.07954545454545454,0.48181818181818176,0.5181818181818183,0.5309298781535506
prosody_egemaps_slopeV0-500_sma3nz_stddevNorm,40,0.3229504004057346,0.1617896556854248,12,0.39826966936938396,0.39826966936938396,0.7727272727272727,0.45454545454545453,0.6454545454545455,0.3545454545454545,0.39826966936938396
prosody_egemaps_slopeV500-1500_sma3nz_amean,40,0.1709548652948663,0.0034158900380134583,17,0.33389262395741104,-0.33389262395741104,0.5227272727272727,0.011363636363636364,0.3181818181818181,0.6818181818181819,0.33389262395741104
prosody_egemaps_slopeV500-1500_sma3nz_stddevNorm,40,0.1749744892515041,0.08335864543914795,17,0.3743382358740017,-0.3743382358740017,0.5795454545454546,0.4318181818181818,0.5204545454545455,0.4795454545454545,0.3743382358740017
prosody_egemaps_spectralFluxUV_sma3nz_amean,40,0.2132279462326603,0.04019595682621002,10,0.3831760644744863,-0.3831760644744863,0.6590909090909091,0.19318181818181818,0.4727272727272727,0.5272727272727273,0.3831760644744863
prosody_egemaps_spectralFluxV_sma3nz_amean,40,0.24143813777596712,0.06423798203468323,10,0.29641661650145246,-0.29641661650145246,0.6818181818181818,0.32954545454545453,0.5409090909090909,0.4590909090909091,0.29641661650145246
prosody_egemaps_spectralFluxV_sma3nz_stddevNorm,40,0.0883554346502949,0.05059969425201416,9,0.35551101963349296,-0.35551101963349296,0.29545454545454547,0.2727272727272727,0.2863636363636364,0.7136363636363636,0.35551101963349296
prosody_egemaps_spectralFlux_sma3_amean,40,0.26022634144949464,0.04199087619781494,10,0.30735198805206493,-0.30735198805206493,0.7272727272727273,0.22727272727272727,0.5272727272727272,0.4727272727272728,0.30735198805206493
prosody_egemaps_spectralFlux_sma3_stddevNorm,40,0.07786935177441981,0.06336280703544617,9,0.47245224833302546,-0.47245224833302546,0.25,0.3181818181818182,0.2772727272727273,0.7227272727272727,0.47245224833302546
