feature,task,variant,hormone,cliffs_delta,cliffs_magnitude,luteal_minus_follicular,phase_p,cycles_consistent,cycles_total,n_hormone,raw_rho,boot_lo,boot_hi,partial_rho_date
HNR,vowel,raw,Progesterone (PdG),0.043478260869565216,negligible,-0.07635879516601562,0.7898753861332907,3,4,29,0.4418719211822659,0.15628318100161984,0.6565275026000406,0.4076416496420444
HNR,vowel,raw,Estrogen (E3G),0.043478260869565216,negligible,-0.07635879516601562,0.7898753861332907,3,4,29,0.44827586206896547,0.0759827905307474,0.7576329891713375,0.1973269693536756
HNR,vowel,residual,Progesterone (PdG),0.05138339920948617,negligible,0.13910811104064535,0.7516715833962975,3,4,29,0.5147783251231526,0.23449293816850322,0.7075207512862617,0.4764241209701484
HNR,vowel,residual,Estrogen (E3G),0.05138339920948617,negligible,0.13910811104064535,0.7516715833962975,3,4,29,0.2502463054187192,-0.1081148228944246,0.5848094507812421,0.038584469587793796
HNR,prosody,raw,Progesterone (PdG),0.3181818181818182,small,0.4649113416671753,0.04965798332494018,3,3,29,0.40492610837438414,0.08563608183902173,0.6544103212789548,0.3489244296469702
HNR,prosody,raw,Estrogen (E3G),0.3181818181818182,small,0.4649113416671753,0.04965798332494018,3,3,29,0.35320197044334967,-0.06376761593613914,0.6839455666436547,0.08777776733332701
HNR,prosody,residual,Progesterone (PdG),0.3380681818181818,medium,0.5272097742330786,0.036966879120152236,3,3,29,0.3684729064039408,0.027706263526589354,0.6323381281698434,0.301189482422734
HNR,prosody,residual,Estrogen (E3G),0.3380681818181818,medium,0.5272097742330786,0.036966879120152236,3,3,29,0.33399014778325115,-0.08473369483203314,0.670287818631198,0.09159670796945835
